,D1_place,D2_place,D3_place,D1_goal,D2_goal,D3_goal,D1_source,D2_source,D3_source,I[U;W],I[M;W],gamma_fit,epsilon,gNID,Language,Area,LangCategory,systematicity
20098,0,1,2,3,4,2,5,1,2,2.8609727261708073e-05,1.5919341859790077,100.0,0.01589073213252815,1.0,simulated,simulated,simulated,4
20196,0,1,2,3,1,4,5,5,5,2.8605036006323914e-05,1.524461698433006,100.0,0.015216011948323515,0.9999999999999996,simulated,simulated,simulated,4
20989,0,1,2,3,4,4,5,2,6,2.8594414589466766e-05,1.6450204333154774,100.0,0.01642160991856509,1.0,simulated,simulated,simulated,3
18772,0,1,2,3,1,2,4,5,1,2.8587853195150004e-05,1.5227581817234197,100.0,0.015198993964038827,1.0,simulated,simulated,simulated,3
21042,0,1,1,2,3,4,5,6,4,2.8582754316497372e-05,1.5979081408533398,100.0,0.01595049865421668,1.0000000000000004,simulated,simulated,simulated,4
21092,0,1,1,2,3,1,4,5,6,2.855306350690867e-05,1.5394347647578877,100.0,0.015365794584071748,1.0,simulated,simulated,simulated,4
20650,0,1,2,3,4,5,6,5,2,2.854443164390652e-05,1.688426271464128,100.0,0.016855718282997156,0.9999999999999997,simulated,simulated,simulated,3
21173,4,1,1,3,2,2,0,5,5,2.8533174672773498e-05,1.544413873162318,100.0,0.015415605556950186,1.0000000000000004,Belarusian,europe,real,2
21153,2,0,0,3,5,5,1,4,4,2.8533174672773498e-05,1.544413873162318,100.0,0.015415605556950186,1.0000000000000004,"Norwegian (Indo-European, Germanic)",europe,real,2
21264,2,1,1,3,4,4,0,5,5,2.8533174672773498e-05,1.544413873162318,100.0,0.015415605556950186,1.0000000000000004,"Blackfoot (Algic, Algonquian) ",americas,real,2
21227,1,5,5,4,0,0,3,2,2,2.8533174672773498e-05,1.544413873162318,100.0,0.015415605556950186,1.0000000000000004,"Persian (Indo-European, Indo-Iranian)",asia,real,2
